time,voltage,rpm,direction
12.73,2,0,up
12.74,2,0,up
12.75,2,0,up
12.76,2,0,up
12.77,2,0,up
12.78,2,0,up
12.79,2,0,up
12.8,2,0,up
12.81,2,0,up
12.82,2,0,up
12.83,2,0,up
12.84,2,0,up
12.85,2,0,up
12.86,2,0,up
12.87,2,0,up
12.88,2,0,up
12.89,2,0,up
12.9,2,0,up
12.91,2,0,up
12.92,2,0,up
12.93,2,0,up
12.94,2,0,up
12.95,2,0,up
12.96,2,0,up
12.97,2,0,up
12.98,2,0,up
12.99,2,0,up
13,2,0,up
13.01,2,0,up
13.02,2,0,up
13.03,2,0,up
13.04,2,0,up
13.05,2,0,up
13.06,2,0,up
13.07,2,0,up
13.08,2,0,up
13.09,2,0,up
13.1,2,0,up
13.11,2,0,up
13.12,2,0,up
13.13,2,0,up
13.14,2,0,up
13.15,2,0,up
13.16,2,0,up
13.17,2,0,up
13.18,2,0,up
13.19,2,0,up
13.2,2,0,up
13.21,2,0,up
13.22,2,0,up
13.23,2,0,up
13.24,2,0,up
13.25,2,0,up
13.26,2,0,up
13.27,2,0,up
13.28,2,0,up
13.29,2,0,up
13.3,2,0,up
13.31,2,0,up
13.32,2,0,up
13.33,2,0,up
13.34,2,0,up
13.35,2,0,up
13.36,2,0,up
13.37,2,0,up
13.38,2,0,up
13.39,2,0,up
13.4,2,0,up
13.41,2,0,up
13.42,2,0,up
13.43,2,0,up
13.44,2,0,up
13.45,2,0,up
13.46,2,0,up
13.47,2,0,up
13.48,2,0,up
13.49,2,0,up
13.5,2,0,up
13.51,2,0,up
13.52,2,0,up
13.53,2,0,up
13.54,2,0,up
13.55,2,0,up
13.56,2,0,up
13.57,2,0,up
13.58,2,0,up
13.59,2,0,up
13.6,2,0,up
13.61,2,0,up
13.62,2,0,up
13.63,2,0,up
13.64,2,0,up
13.65,2,0,up
13.66,2,0,up
13.67,2,0,up
13.68,2,0,up
13.69,2,0,up
13.7,2,0,up
13.71,2,0,up
13.72,2,0,up
13.73,2,0,up
13.74,2,0,up
13.75,2,0,up
13.76,2,0,up
13.77,2,0,up
13.78,2,0,up
13.79,2,0,up
13.8,2,0,up
13.81,2,0,up
13.82,2,0,up
13.83,2,0,up
13.84,2,0,up
13.85,2,0,up
13.86,2,0,up
13.87,2,0,up
13.88,2,0,up
13.89,2,0,up
13.9,2,0,up
13.91,2,0,up
13.92,2,0,up
13.93,2,0,up
13.94,2,0,up
13.95,2,0,up
13.96,2,0,up
13.97,2,0,up
13.98,2,0,up
13.99,2,0,up
14,2,0,up
14.01,2,0,up
14.02,2,0,up
14.03,2,0,up
14.04,2,0,up
14.05,2,0,up
14.06,2,0,up
14.07,2,0,up
14.08,2,0,up
14.09,2,0,up
14.1,2,0,up
14.11,2,0,up
14.12,2,0,up
14.13,2,0,up
14.14,2,0,up
14.15,2,0,up
14.16,2,0,up
14.17,2,0,up
14.18,2,0,up
14.19,2,0,up
14.2,2,0,up
14.21,2,0,up
14.22,2,0,up
14.23,2,0,up
14.24,2,0,up
14.25,2,0,up
14.26,2,0,up
14.27,2,0,up
14.28,2,0,up
14.29,2,0,up
14.3,2,0,up
14.31,2,0,up
14.32,2,0,up
14.33,2,0,up
14.34,2,0,up
14.35,2,0,up
14.36,2,0,up
14.37,2,0,up
14.38,2,0,up
14.39,2,0,up
14.4,2,0,up
14.41,2,0,up
14.42,2,0,up
14.43,2,0,up
14.44,2,0,up
14.45,2,0,up
14.46,2,0,up
14.47,2,0,up
14.48,2,0,up
14.49,2,0,up
14.5,2,0,up
14.51,2,0,up
14.52,2,0,up
14.53,2,0,up
14.54,2,0,up
14.55,2,0,up
14.56,2,0,up
14.57,2,0,up
14.58,2,0,up
14.59,2,0,up
14.6,2,0,up
14.61,2,0,up
14.62,2,0,up
14.63,2,0,up
14.64,2,0,up
14.65,2,0,up
14.66,2,0,up
14.67,2,0,up
14.68,2,0,up
14.69,2,0,up
14.7,2,0,up
14.71,2,0,up
14.72,2,0,up
14.73,2,0,up
14.74,2,0,up
14.75,2,0,up
14.76,2,0,up
14.77,2,0,up
14.78,2,0,up
14.79,2,0,up
14.8,2,0,up
14.81,2,0,up
14.82,2,0,up
14.83,2,0,up
14.84,2,0,up
14.85,2,0,up
14.86,2,0,up
14.87,2,0,up
14.88,2,0,up
14.89,2,0,up
14.9,2,0,up
14.91,2,0,up
14.92,2,0,up
14.93,2,0,up
14.94,2,0,up
14.95,2,0,up
14.96,2,0,up
14.97,2,0,up
14.98,2,0,up
14.99,2,0,up
15,0,0,down
15.01,0,0,down
15.02,0,0,down
15.03,0,0,down
15.04,0,0,down
15.05,0,0,down
15.06,0,0,down
15.07,0,0,down
15.08,0,0,down
15.09,0,0,down
15.1,0,0,down
15.11,0,0,down
15.12,0,0,down
15.13,0,0,down
15.14,0,0,down
15.15,0,0,down
15.16,0,0,down
15.17,0,0,down
15.18,0,0,down
15.19,0,0,down
15.2,0,0,down
15.21,0,0,down
15.22,0,0,down
15.23,0,0,down
15.24,0,0,down
15.25,0,0,down
15.26,0,0,down
15.27,0,0,down
15.28,0,0,down
15.29,0,0,down
15.3,0,0,down
15.31,0,0,down
15.32,0,0,down
15.33,0,0,down
15.34,0,0,down
15.35,0,0,down
15.36,0,0,down
15.37,0,0,down
15.38,0,0,down
15.39,0,0,down
15.4,0,0,down
15.41,0,0,down
15.42,0,0,down
15.43,0,0,down
15.44,0,0,down
15.45,0,0,down
15.46,0,0,down
15.47,0,0,down
15.48,0,0,down
15.49,0,0,down
15.5,0,0,down
15.51,0,0,down
15.52,0,0,down
15.53,0,0,down
15.54,0,0,down
15.55,0,0,down
15.56,0,0,down
15.57,0,0,down
15.58,0,0,down
15.59,0,0,down
15.6,0,0,down
15.61,0,0,down
15.62,0,0,down
15.63,0,0,down
15.64,0,0,down
15.65,0,0,down
15.66,0,0,down
15.67,0,0,down
15.68,0,0,down
15.69,0,0,down
15.7,0,0,down
15.71,0,0,down
15.72,0,0,down
15.73,0,0,down
15.74,0,0,down
15.75,0,0,down
15.76,0,0,down
15.77,0,0,down
15.78,0,0,down
15.79,0,0,down
15.8,0,0,down
15.81,0,0,down
15.82,0,0,down
15.83,0,0,down
15.84,0,0,down
15.85,0,0,down
15.86,0,0,down
15.87,0,0,down
15.88,0,0,down
15.89,0,0,down
15.9,0,0,down
15.91,0,0,down
15.92,0,0,down
15.93,0,0,down
15.94,0,0,down
15.95,0,0,down
15.96,0,0,down
15.97,0,0,down
15.98,0,0,down
15.99,0,0,down
16,0,0,down
16.01,0,0,down
16.02,0,0,down
16.03,0,0,down
16.04,0,0,down
16.05,0,0,down
16.06,0,0,down
16.07,0,0,down
16.08,0,0,down
16.09,0,0,down
16.1,0,0,down
16.11,0,0,down
16.12,0,0,down
16.13,0,0,down
16.14,0,0,down
16.15,0,0,down
16.16,0,0,down
16.17,0,0,down
16.18,0,0,down
16.19,0,0,down
16.2,0,0,down
16.21,0,0,down
16.22,0,0,down
16.23,0,0,down
16.24,0,0,down
16.25,0,0,down
16.26,0,0,down
16.27,0,0,down
16.28,0,0,down
16.29,0,0,down
16.3,0,0,down
16.31,0,0,down
16.32,0,0,down
16.33,0,0,down
16.34,0,0,down
16.35,0,0,down
16.36,0,0,down
16.37,0,0,down
16.38,0,0,down
16.39,0,0,down
16.4,0,0,down
16.41,0,0,down
16.42,0,0,down
16.43,0,0,down
16.44,0,0,down
16.45,0,0,down
16.46,0,0,down
16.47,0,0,down
16.48,0,0,down
16.49,0,0,down
16.5,0,0,down
16.51,0,0,down
16.52,0,0,down
16.53,0,0,down
16.54,0,0,down
16.55,0,0,down
16.56,0,0,down
16.57,0,0,down
16.58,0,0,down
16.59,0,0,down
16.6,0,0,down
16.61,0,0,down
16.62,0,0,down
16.63,0,0,down
16.64,0,0,down
16.65,0,0,down
16.66,0,0,down
16.67,0,0,down
16.68,0,0,down
16.69,0,0,down
16.7,0,0,down
16.71,0,0,down
16.72,0,0,down
16.73,0,0,down
16.74,0,0,down
16.75,0,0,down
16.76,0,0,down
16.77,0,0,down
16.78,0,0,down
16.79,0,0,down
16.8,0,0,down
16.81,0,0,down
16.82,0,0,down
16.83,0,0,down
16.84,0,0,down
16.85,0,0,down
16.86,0,0,down
16.87,0,0,down
16.88,0,0,down
16.89,0,0,down
16.9,0,0,down
16.91,0,0,down
16.92,0,0,down
16.93,0,0,down
16.94,0,0,down
16.95,0,0,down
16.96,0,0,down
16.97,0,0,down
16.98,0,0,down
16.99,0,0,down
17,0,0,down
17.01,0,0,down
17.02,0,0,down
17.03,0,0,down
17.04,0,0,down
17.05,0,0,down
17.06,0,0,down
17.07,0,0,down
17.08,0,0,down
17.09,0,0,down
17.1,0,0,down
17.11,0,0,down
17.12,0,0,down
17.13,0,0,down
17.14,0,0,down
17.15,0,0,down
17.16,0,0,down
17.17,0,0,down
17.18,0,0,down
17.19,0,0,down
17.2,0,0,down
17.21,0,0,down
17.22,0,0,down
17.23,0,0,down
17.24,0,0,down
17.25,0,0,down
17.26,0,0,down
17.27,0,0,down
17.28,0,0,down
17.29,0,0,down
17.3,0,0,down
17.31,0,0,down
17.32,0,0,down
17.33,0,0,down
17.34,0,0,down
17.35,0,0,down
17.36,0,0,down
17.37,0,0,down
17.38,0,0,down
17.39,0,0,down
17.4,0,0,down
17.41,0,0,down
17.42,0,0,down
17.43,0,0,down
17.44,0,0,down
17.45,0,0,down
17.46,0,0,down
17.47,0,0,down
17.48,0,0,down
17.49,0,0,down
17.5,0,0,down
17.51,0,0,down
17.52,0,0,down
17.53,0,0,down
17.54,0,0,down
17.55,0,0,down
17.56,0,0,down
17.57,0,0,down
17.58,0,0,down
17.59,0,0,down
17.6,0,0,down
17.61,0,0,down
17.62,0,0,down
17.63,0,0,down
17.64,0,0,down
17.65,0,0,down
17.66,0,0,down
17.67,0,0,down
17.68,0,0,down
17.69,0,0,down
17.7,0,0,down
17.71,0,0,down
17.72,0,0,down
17.73,0,0,down
17.74,0,0,down
17.75,0,0,down
17.76,0,0,down
17.77,0,0,down
17.78,0,0,down
17.79,0,0,down
17.8,0,0,down
17.81,0,0,down
17.82,0,0,down
17.83,0,0,down
17.84,0,0,down
17.85,0,0,down
17.86,0,0,down
17.87,0,0,down
17.88,0,0,down
17.89,0,0,down
17.9,0,0,down
17.91,0,0,down
17.92,0,0,down
17.93,0,0,down
17.94,0,0,down
17.95,0,0,down
17.96,0,0,down
17.97,0,0,down
17.98,0,0,down
17.99,0,0,down
18,-0.5,0,down
18.01,-0.5,0,down
18.02,-0.5,0,down
18.03,-0.5,0,down
18.04,-0.5,0,down
18.05,-0.5,0,down
18.06,-0.5,0,down
18.07,-0.5,0,down
18.08,-0.5,0,down
18.09,-0.5,0,down
18.1,-0.5,0,down
18.11,-0.5,0,down
18.12,-0.5,0,down
18.13,-0.5,0,down
18.14,-0.5,0,down
18.15,-0.5,0,down
18.16,-0.5,0,down
18.17,-0.5,0,down
18.18,-0.5,0,down
18.19,-0.5,0,down
18.2,-0.5,0,down
18.21,-0.5,0,down
18.22,-0.5,0,down
18.23,-0.5,0,down
18.24,-0.5,0,down
18.25,-0.5,0,down
18.26,-0.5,0,down
18.27,-0.5,0,down
18.28,-0.5,0,down
18.29,-0.5,0,down
18.3,-0.5,0,down
18.31,-0.5,0,down
18.32,-0.5,0,down
18.33,-0.5,0,down
18.34,-0.5,0,down
18.35,-0.5,0,down
18.36,-0.5,0,down
18.37,-0.5,0,down
18.38,-0.5,0,down
18.39,-0.5,0,down
18.4,-0.5,0,down
18.41,-0.5,0,down
18.42,-0.5,0,down
18.43,-0.5,0,down
18.44,-0.5,0,down
18.45,-0.5,0,down
18.46,-0.5,0,down
18.47,-0.5,0,down
18.48,-0.5,0,down
18.49,-0.5,0,down
18.5,-0.5,0,down
18.51,-0.5,0,down
18.52,-0.5,0,down
18.53,-0.5,0,down
18.54,-0.5,0,down
18.55,-0.5,0,down
18.56,-0.5,0,down
18.57,-0.5,0,down
18.58,-0.5,0,down
18.59,-0.5,0,down
18.6,-0.5,0,down
18.61,-0.5,0,down
18.62,-0.5,0,down
18.63,-0.5,0,down
18.64,-0.5,0,down
18.65,-0.5,0,down
18.66,-0.5,0,down
18.67,-0.5,0,down
18.68,-0.5,0,down
18.69,-0.5,0,down
18.7,-0.5,0,down
18.71,-0.5,0,down
18.72,-0.5,0,down
18.73,-0.5,0,down
18.74,-0.5,0,down
18.75,-0.5,0,down
18.76,-0.5,0,down
18.77,-0.5,0,down
18.78,-0.5,0,down
18.79,-0.5,0,down
18.8,-0.5,0,down
18.81,-0.5,0,down
18.82,-0.5,0,down
18.83,-0.5,0,down
18.84,-0.5,0,down
18.85,-0.5,0,down
18.86,-0.5,0,down
18.87,-0.5,0,down
18.88,-0.5,0,down
18.89,-0.5,0,down
18.9,-0.5,0,down
18.91,-0.5,0,down
18.92,-0.5,0,down
18.93,-0.5,0,down
18.94,-0.5,0,down
18.95,-0.5,0,down
18.96,-0.5,0,down
18.97,-0.5,0,down
18.98,-0.5,0,down
18.99,-0.5,0,down
19,-0.5,0,down
19.01,-0.5,0,down
19.02,-0.5,0,down
19.03,-0.5,0,down
19.04,-0.5,0,down
19.05,-0.5,0,down
19.06,-0.5,0,down
19.07,-0.5,0,down
19.08,-0.5,0,down
19.09,-0.5,0,down
19.1,-0.5,0,down
19.11,-0.5,0,down
19.12,-0.5,0,down
19.13,-0.5,0,down
19.14,-0.5,0,down
19.15,-0.5,0,down
19.16,-0.5,0,down
19.17,-0.5,0,down
19.18,-0.5,0,down
19.19,-0.5,0,down
19.2,-0.5,0,down
19.21,-0.5,0,down
19.22,-0.5,0,down
19.23,-0.5,0,down
19.24,-0.5,0,down
19.25,-0.5,0,down
19.26,-0.5,0,down
19.27,-0.5,0,down
19.28,-0.5,0,down
19.29,-0.5,0,down
19.3,-0.5,0,down
19.31,-0.5,0,down
19.32,-0.5,0,down
19.33,-0.5,0,down
19.34,-0.5,0,down
19.35,-0.5,0,down
19.36,-0.5,0,down
19.37,-0.5,0,down
19.38,-0.5,0,down
19.39,-0.5,0,down
19.4,-0.5,0,down
19.41,-0.5,0,down
19.42,-0.5,0,down
19.43,-0.5,0,down
19.44,-0.5,0,down
19.45,-0.5,0,down
19.46,-0.5,0,down
19.47,-0.5,0,down
19.48,-0.5,0,down
19.49,-0.5,0,down
19.5,-0.5,0,down
19.51,-0.5,0,down
19.52,-0.5,0,down
19.53,-0.5,0,down
19.54,-0.5,0,down
19.55,-0.5,0,down
19.56,-0.5,0,down
19.57,-0.5,0,down
19.58,-0.5,0,down
19.59,-0.5,0,down
19.6,-0.5,0,down
19.61,-0.5,0,down
19.62,-0.5,0,down
19.63,-0.5,0,down
19.64,-0.5,0,down
19.65,-0.5,0,down
19.66,-0.5,0,down
19.67,-0.5,0,down
19.68,-0.5,0,down
19.69,-0.5,0,down
19.7,-0.5,0,down
19.71,-0.5,0,down
19.72,-0.5,0,down
19.73,-0.5,0,down
19.74,-0.5,0,down
19.75,-0.5,0,down
19.76,-0.5,0,down
19.77,-0.5,0,down
19.78,-0.5,0,down
19.79,-0.5,0,down
19.8,-0.5,0,down
19.81,-0.5,0,down
19.82,-0.5,0,down
19.83,-0.5,0,down
19.84,-0.5,0,down
19.85,-0.5,0,down
19.86,-0.5,0,down
19.87,-0.5,0,down
19.88,-0.5,0,down
19.89,-0.5,0,down
19.9,-0.5,0,down
19.91,-0.5,0,down
19.92,-0.5,0,down
19.93,-0.5,0,down
19.94,-0.5,0,down
19.95,-0.5,0,down
19.96,-0.5,0,down
19.97,-0.5,0,down
19.98,-0.5,0,down
19.99,-0.5,0,down
20,-0.5,0,down
20.01,-0.5,0,down
20.02,-0.5,0,down
20.03,-0.5,0,down
20.04,-0.5,0,down
20.05,-0.5,0,down
20.06,-0.5,0,down
20.07,-0.5,0,down
20.08,-0.5,0,down
20.09,-0.5,0,down
20.1,-0.5,0,down
20.11,-0.5,0,down
20.12,-0.5,0,down
20.13,-0.5,0,down
20.14,-0.5,0,down
20.15,-0.5,0,down
20.16,-0.5,0,down
20.17,-0.5,0,down
20.18,-0.5,0,down
20.19,-0.5,0,down
20.2,-0.5,0,down
20.21,-0.5,0,down
20.22,-0.5,0,down
20.23,-0.5,0,down
20.24,-0.5,0,down
20.25,-0.5,0,down
20.26,-0.5,0,down
20.27,-0.5,0,down
20.28,-0.5,0,down
20.29,-0.5,0,down
20.3,-0.5,0,down
20.31,-0.5,0,down
20.32,-0.5,0,down
20.33,-0.5,0,down
20.34,-0.5,0,down
20.35,-0.5,0,down
20.36,-0.5,0,down
20.37,-0.5,0,down
20.38,-0.5,0,down
20.39,-0.5,0,down
20.4,-0.5,0,down
20.41,-0.5,0,down
20.42,-0.5,0,down
20.43,-0.5,0,down
20.44,-0.5,0,down
20.45,-0.5,0,down
20.46,-0.5,0,down
20.47,-0.5,0,down
20.48,-0.5,0,down
20.49,-0.5,0,down
20.5,-0.5,0,down
20.51,-0.5,0,down
20.52,-0.5,0,down
20.53,-0.5,0,down
20.54,-0.5,0,down
20.55,-0.5,0,down
20.56,-0.5,0,down
20.57,-0.5,0,down
20.58,-0.5,0,down
20.59,-0.5,0,down
20.6,-0.5,0,down
20.61,-0.5,0,down
20.62,-0.5,0,down
20.63,-0.5,0,down
20.64,-0.5,0,down
20.65,-0.5,0,down
20.66,-0.5,0,down
20.67,-0.5,0,down
20.68,-0.5,0,down
20.69,-0.5,0,down
20.7,-0.5,0,down
20.71,-0.5,0,down
20.72,-0.5,0,down
20.73,-0.5,0,down
20.74,-0.5,0,down
20.75,-0.5,0,down
20.76,-0.5,0,down
20.77,-0.5,0,down
20.78,-0.5,0,down
20.79,-0.5,0,down
20.8,-0.5,0,down
20.81,-0.5,0,down
20.82,-0.5,0,down
20.83,-0.5,0,down
20.84,-0.5,0,down
20.85,-0.5,0,down
20.86,-0.5,0,down
20.87,-0.5,0,down
20.88,-0.5,0,down
20.89,-0.5,0,down
20.9,-0.5,0,down
20.91,-0.5,0,down
20.92,-0.5,0,down
20.93,-0.5,0,down
20.94,-0.5,0,down
20.95,-0.5,0,down
20.96,-0.5,0,down
20.97,-0.5,0,down
20.98,-0.5,0,down
20.99,-0.5,0,down
21,-1,0,down
21.01,-1,0,down
21.02,-1,0,down
21.03,-1,0,down
21.04,-1,0,down
21.05,-1,0,down
21.06,-1,0,down
21.07,-1,0,down
21.08,-1,0,down
21.09,-1,0,down
21.1,-1,0,down
21.11,-1,0,down
21.12,-1,0,down
21.13,-1,0,down
21.14,-1,0,down
21.15,-1,0,down
21.16,-1,0,down
21.17,-1,0,down
21.18,-1,0,down
21.19,-1,0,down
21.2,-1,0,down
21.21,-1,0,down
21.22,-1,0,down
21.23,-1,0,down
21.24,-1,0,down
21.25,-1,0,down
21.26,-1,0,down
21.27,-1,0,down
21.28,-1,0,down
21.29,-1,0,down
21.3,-1,0,down
21.31,-1,0,down
21.32,-1,0,down
21.33,-1,0,down
21.34,-1,0,down
21.35,-1,0,down
21.36,-1,0,down
21.37,-1,0,down
21.38,-1,0,down
21.39,-1,0,down
21.4,-1,0,down
21.41,-1,0,down
21.42,-1,0,down
21.43,-1,0,down
21.44,-1,0,down
21.45,-1,0,down
21.46,-1,0,down
21.47,-1,0,down
21.48,-1,0,down
21.49,-1,0,down
21.5,-1,0,down
21.51,-1,0,down
21.52,-1,0,down
21.53,-1,0,down
21.54,-1,0,down
21.55,-1,0,down
21.56,-1,0,down
21.57,-1,0,down
21.58,-1,0,down
21.59,-1,0,down
21.6,-1,0,down
21.61,-1,0,down
21.62,-1,0,down
21.63,-1,0,down
21.64,-1,0,down
21.65,-1,0,down
21.66,-1,0,down
21.67,-1,0,down
21.68,-1,0,down
21.69,-1,0,down
21.7,-1,0,down
21.71,-1,0,down
21.72,-1,0,down
21.73,-1,0,down
21.74,-1,0,down
21.75,-1,0,down
21.76,-1,0,down
21.77,-1,0,down
21.78,-1,0,down
21.79,-1,0,down
21.8,-1,0,down
21.81,-1,0,down
21.82,-1,0,down
21.83,-1,0,down
21.84,-1,0,down
21.85,-1,0,down
21.86,-1,0,down
21.87,-1,0,down
21.88,-1,0,down
21.89,-1,0,down
21.9,-1,0,down
21.91,-1,0,down
21.92,-1,0,down
21.93,-1,0,down
21.94,-1,0,down
21.95,-1,0,down
21.96,-1,0,down
21.97,-1,0,down
21.98,-1,0,down
21.99,-1,0,down
22,-1,0,down
22.01,-1,0,down
22.02,-1,0,down
22.03,-1,0,down
22.04,-1,0,down
22.05,-1,0,down
22.06,-1,0,down
22.07,-1,0,down
22.08,-1,0,down
22.09,-1,0,down
22.1,-1,0,down
22.11,-1,0,down
22.12,-1,0,down
22.13,-1,0,down
22.14,-1,0,down
22.15,-1,0,down
22.16,-1,0,down
22.17,-1,0,down
22.18,-1,0,down
22.19,-1,0,down
22.2,-1,0,down
22.21,-1,0,down
22.22,-1,0,down
22.23,-1,0,down
22.24,-1,0,down
22.25,-1,0,down
22.26,-1,0,down
22.27,-1,0,down
22.28,-1,0,down
22.29,-1,0,down
22.3,-1,0,down
22.31,-1,0,down
22.32,-1,0,down
22.33,-1,0,down
22.34,-1,0,down
22.35,-1,0,down
22.36,-1,0,down
22.37,-1,0,down
22.38,-1,0,down
22.39,-1,0,down
22.4,-1,0,down
22.41,-1,0,down
22.42,-1,0,down
22.43,-1,0,down
22.44,-1,0,down
22.45,-1,0,down
22.46,-1,0,down
22.47,-1,0,down
22.48,-1,0,down
22.49,-1,0,down
22.5,-1,0,down
22.51,-1,0,down
22.52,-1,0,down
22.53,-1,0,down
22.54,-1,0,down
22.55,-1,0,down
22.56,-1,0,down
22.57,-1,0,down
22.58,-1,0,down
22.59,-1,0,down
22.6,-1,0,down
22.61,-1,0,down
22.62,-1,0,down
22.63,-1,0,down
22.64,-1,0,down
22.65,-1,0,down
22.66,-1,0,down
22.67,-1,0,down
22.68,-1,0,down
22.69,-1,0,down
22.7,-1,0,down
22.71,-1,0,down
22.72,-1,0,down
22.73,-1,0,down
22.74,-1,0,down
22.75,-1,0,down
22.76,-1,0,down
22.77,-1,0,down
22.78,-1,0,down
22.79,-1,0,down
22.8,-1,0,down
22.81,-1,0,down
22.82,-1,0,down
22.83,-1,0,down
22.84,-1,0,down
22.85,-1,0,down
22.86,-1,0,down
22.87,-1,0,down
22.88,-1,0,down
22.89,-1,0,down
22.9,-1,0,down
22.91,-1,0,down
22.92,-1,0,down
22.93,-1,0,down
22.94,-1,0,down
22.95,-1,0,down
22.96,-1,0,down
22.97,-1,0,down
22.98,-1,0,down
22.99,-1,0,down
23,-1,0,down
23.01,-1,0,down
23.02,-1,0,down
23.03,-1,0,down
23.04,-1,0,down
23.05,-1,0,down
23.06,-1,0,down
23.07,-1,0,down
23.08,-1,0,down
23.09,-1,0,down
23.1,-1,0,down
23.11,-1,0,down
23.12,-1,0,down
23.13,-1,0,down
23.14,-1,0,down
23.15,-1,0,down
23.16,-1,0,down
23.17,-1,0,down
23.18,-1,0,down
23.19,-1,0,down
23.2,-1,0,down
23.21,-1,0,down
23.22,-1,0,down
23.23,-1,0,down
23.24,-1,0,down
23.25,-1,0,down
23.26,-1,0,down
23.27,-1,0,down
23.28,-1,0,down
23.29,-1,0,down
23.3,-1,0,down
23.31,-1,0,down
23.32,-1,0,down
23.33,-1,0,down
23.34,-1,0,down
23.35,-1,0,down
23.36,-1,0,down
23.37,-1,0,down
23.38,-1,0,down
23.39,-1,0,down
23.4,-1,0,down
23.41,-1,0,down
23.42,-1,0,down
23.43,-1,0,down
23.44,-1,0,down
23.45,-1,0,down
23.46,-1,0,down
23.47,-1,0,down
23.48,-1,0,down
23.49,-1,0,down
23.5,-1,0,down
23.51,-1,0,down
23.52,-1,0,down
23.53,-1,0,down
23.54,-1,0,down
23.55,-1,0,down
23.56,-1,0,down
23.57,-1,0,down
23.58,-1,0,down
23.59,-1,0,down
23.6,-1,0,down
23.61,-1,0,down
23.62,-1,0,down
23.63,-1,0,down
23.64,-1,0,down
23.65,-1,0,down
23.66,-1,0,down
23.67,-1,0,down
23.68,-1,0,down
23.69,-1,0,down
23.7,-1,0,down
23.71,-1,0,down
23.72,-1,0,down
23.73,-1,0,down
23.74,-1,0,down
23.75,-1,0,down
23.76,-1,0,down
23.77,-1,0,down
23.78,-1,0,down
23.79,-1,0,down
23.8,-1,0,down
23.81,-1,0,down
23.82,-1,0,down
23.83,-1,0,down
23.84,-1,0,down
23.85,-1,0,down
23.86,-1,0,down
23.87,-1,0,down
23.88,-1,0,down
23.89,-1,0,down
23.9,-1,0,down
23.91,-1,0,down
23.92,-1,0,down
23.93,-1,0,down
23.94,-1,0,down
23.95,-1,0,down
23.96,-1,0,down
23.97,-1,0,down
23.98,-1,0,down
23.99,-1,0,down
24,-1.5,0,down
24.01,-1.5,0,down
24.02,-1.5,0,down
24.03,-1.5,0,down
24.04,-1.5,0,down
24.05,-1.5,0,down
24.06,-1.5,0,down
24.07,-1.5,0,down
24.08,-1.5,0,down
24.09,-1.5,0,down
24.1,-1.5,0,down
24.11,-1.5,0,down
24.12,-1.5,0,down
24.13,-1.5,0,down
24.14,-1.5,0,down
24.15,-1.5,0,down
24.16,-1.5,0,down
24.17,-1.5,0,down
24.18,-1.5,0,down
24.19,-1.5,0,down
24.2,-1.5,0,down
24.21,-1.5,0,down
24.22,-1.5,0,down
24.23,-1.5,0,down
24.24,-1.5,0,down
24.25,-1.5,0,down
24.26,-1.5,0,down
24.27,-1.5,0,down
24.28,-1.5,0,down
24.29,-1.5,0,down
24.3,-1.5,0,down
24.31,-1.5,0,down
24.32,-1.5,0,down
24.33,-1.5,0,down
24.34,-1.5,0,down
24.35,-1.5,0,down
24.36,-1.5,0,down
24.37,-1.5,0,down
24.38,-1.5,0,down
24.39,-1.5,0,down
24.4,-1.5,0,down
24.41,-1.5,0,down
24.42,-1.5,0,down
24.43,-1.5,0,down
24.44,-1.5,0,down
24.45,-1.5,0,down
24.46,-1.5,0,down
24.47,-1.5,0,down
24.48,-1.5,0,down
24.49,-1.5,0,down
24.5,-1.5,0,down
24.51,-1.5,0,down
24.52,-1.5,0,down
24.53,-1.5,0,down
24.54,-1.5,0,down
24.55,-1.5,0,down
24.56,-1.5,0,down
24.57,-1.5,0,down
24.58,-1.5,0,down
24.59,-1.5,0,down
24.6,-1.5,0,down
24.61,-1.5,0,down
24.62,-1.5,0,down
24.63,-1.5,0,down
24.64,-1.5,0,down
24.65,-1.5,0,down
24.66,-1.5,0,down
24.67,-1.5,0,down
24.68,-1.5,0,down
24.69,-1.5,0,down
24.7,-1.5,0,down
24.71,-1.5,0,down
24.72,-1.5,0,down
24.73,-1.5,0,down
24.74,-1.5,0,down
24.75,-1.5,0,down
24.76,-1.5,0,down
24.77,-1.5,0,down
24.78,-1.5,0,down
24.79,-1.5,0,down
24.8,-1.5,0,down
24.81,-1.5,0,down
24.82,-1.5,0,down
24.83,-1.5,0,down
24.84,-1.5,0,down
24.85,-1.5,0,down
24.86,-1.5,0,down
24.87,-1.5,0,down
24.88,-1.5,0,down
24.89,-1.5,0,down
24.9,-1.5,0,down
24.91,-1.5,0,down
24.92,-1.5,0,down
24.93,-1.5,0,down
24.94,-1.5,0,down
24.95,-1.5,0,down
24.96,-1.5,0,down
24.97,-1.5,0,down
24.98,-1.5,0,down
24.99,-1.5,0,down
25,-1.5,0,down
25.01,-1.5,0,down
25.02,-1.5,0,down
25.03,-1.5,0,down
25.04,-1.5,0,down
25.05,-1.5,0,down
25.06,-1.5,0,down
25.07,-1.5,0,down
25.08,-1.5,0,down
25.09,-1.5,0,down
25.1,-1.5,0,down
25.11,-1.5,0,down
25.12,-1.5,0,down
25.13,-1.5,0,down
25.14,-1.5,0,down
25.15,-1.5,0,down
25.16,-1.5,0,down
25.17,-1.5,0,down
